,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
14233,23,102000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000,,0,0.06,Y,3
14234,23,58977,RENT,7.0,DEBTCONSOLIDATION,C,14400,,0,0.24,N,4
14238,25,102000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,14400,,0,0.14,Y,2
14239,23,102000,MORTGAGE,4.0,EDUCATION,B,20000,,0,0.2,N,3
14240,24,102000,MORTGAGE,7.0,MEDICAL,B,7200,,0,0.07,N,3
14241,22,54000,RENT,0.0,DEBTCONSOLIDATION,D,14400,,1,0.27,N,4
14260,26,102456,MORTGAGE,10.0,VENTURE,D,25000,,0,0.24,Y,2
14270,25,103000,MORTGAGE,4.0,PERSONAL,A,29175,,0,0.28,N,2
14271,22,103000,MORTGAGE,,MEDICAL,A,2500,,0,0.02,N,3
14276,22,103000,MORTGAGE,2.0,MEDICAL,B,6000,,0,0.06,N,4
14283,21,80400,RENT,5.0,VENTURE,A,14400,,0,0.18,N,4
14286,21,30000,OWN,6.0,DEBTCONSOLIDATION,D,4000,,0,0.13,Y,3
14290,23,103240,MORTGAGE,0.0,VENTURE,A,4000,,0,0.04,N,4
14293,26,88068,RENT,10.0,DEBTCONSOLIDATION,B,14400,,0,0.16,N,2
14300,23,104000,MORTGAGE,7.0,EDUCATION,B,5000,,0,0.05,N,4
14308,24,104000,MORTGAGE,2.0,VENTURE,A,19000,,0,0.18,N,4
14322,25,105000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,12000,,0,0.11,N,2
14331,24,105000,MORTGAGE,8.0,EDUCATION,C,3000,,0,0.03,Y,3
14346,23,105000,OWN,0.0,VENTURE,C,5000,,0,0.05,Y,3
14361,23,45504,RENT,2.0,PERSONAL,C,14500,,1,0.32,N,3
14363,24,45600,RENT,0.0,VENTURE,C,14500,,1,0.32,N,3
14368,23,105000,MORTGAGE,8.0,VENTURE,A,10000,,0,0.1,N,3
14378,22,105000,MORTGAGE,6.0,EDUCATION,A,7500,,0,0.07,N,2
14385,26,105000,MORTGAGE,1.0,VENTURE,B,20000,,0,0.19,N,4
14401,23,38800,RENT,2.0,MEDICAL,A,14575,,1,0.38,N,4
14417,22,106000,MORTGAGE,6.0,VENTURE,A,35000,,0,0.33,N,2
14421,25,94000,MORTGAGE,1.0,VENTURE,E,25000,,1,0.27,Y,2
14438,26,30000,OWN,5.0,VENTURE,A,5000,,0,0.17,N,4
14448,25,107000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,3000,,0,0.03,N,2
14461,26,33600,RENT,0.0,PERSONAL,C,2000,,0,0.06,Y,2
14469,24,34860,RENT,0.0,VENTURE,B,2000,,0,0.06,N,2
14474,24,108000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4200,,0,0.04,N,3
14481,25,30000,OWN,1.0,VENTURE,C,5000,,0,0.17,Y,3
14482,26,108000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,18300,,0,0.17,N,3
14510,21,38400,RENT,5.0,VENTURE,B,2000,,0,0.05,N,2
14539,23,39996,RENT,7.0,PERSONAL,B,2000,,0,0.05,N,2
14549,25,110000,MORTGAGE,9.0,EDUCATION,C,8000,,0,0.07,N,3
14552,26,28944,OWN,10.0,EDUCATION,B,9000,,0,0.31,N,4
14562,24,110000,MORTGAGE,2.0,EDUCATION,B,9000,,0,0.08,N,3
14568,25,110000,OWN,7.0,VENTURE,B,8000,,0,0.07,N,3
14569,24,37200,RENT,3.0,VENTURE,D,2000,,1,0.05,N,2
14583,23,45000,RENT,3.0,EDUCATION,B,2000,,0,0.04,N,3
14597,23,110000,MORTGAGE,8.0,VENTURE,A,7800,,0,0.07,N,4
14599,25,110000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,18000,,0,0.16,N,2
14601,26,45600,RENT,5.0,VENTURE,A,2000,,0,0.04,N,3
14607,25,28800,OWN,3.0,VENTURE,C,6000,,0,0.21,Y,3
14624,21,110000,MORTGAGE,0.0,VENTURE,A,20000,,0,0.18,N,4
14636,24,50000,RENT,8.0,HOMEIMPROVEMENT,D,2000,,0,0.04,N,2
14638,23,83300,MORTGAGE,0.0,MEDICAL,D,25000,,1,0.26,N,3
14642,22,98000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,25000,,1,0.26,N,4
14650,25,36000,RENT,6.0,PERSONAL,B,15000,,1,0.42,N,4
14655,23,110000,MORTGAGE,7.0,PERSONAL,D,9600,,0,0.09,Y,2
14664,24,110004,MORTGAGE,8.0,DEBTCONSOLIDATION,C,16000,,0,0.15,N,3
14666,26,110400,MORTGAGE,3.0,PERSONAL,F,9800,,0,0.09,Y,3
14667,22,36021,RENT,0.0,VENTURE,B,15000,,1,0.42,N,3
14670,21,110400,OWN,0.0,PERSONAL,A,12000,,0,0.11,N,3
14677,22,31000,RENT,6.0,PERSONAL,D,15000,,1,0.48,Y,4
14679,23,28000,OWN,1.0,EDUCATION,C,7500,,0,0.27,N,3
14691,22,38000,RENT,0.0,EDUCATION,C,15000,,1,0.39,Y,4
14721,23,112800,MORTGAGE,3.0,DEBTCONSOLIDATION,B,35000,,0,0.31,N,4
14727,26,113000,MORTGAGE,2.0,MEDICAL,B,3200,,0,0.03,N,3
14733,24,85850,MORTGAGE,8.0,MEDICAL,D,20000,,1,0.2,Y,4
14734,24,101000,MORTGAGE,3.0,EDUCATION,A,7000,,1,0.07,N,4
14738,24,113000,MORTGAGE,5.0,VENTURE,B,10500,,0,0.09,N,4
14740,22,113028,MORTGAGE,3.0,MEDICAL,C,12075,,0,0.11,N,2
14744,23,113316,MORTGAGE,7.0,EDUCATION,B,3000,,0,0.03,N,3
14754,23,114000,MORTGAGE,4.0,PERSONAL,B,10000,,0,0.09,N,2
14757,24,114000,MORTGAGE,8.0,VENTURE,B,4000,,0,0.04,N,2
14769,24,42900,RENT,5.0,VENTURE,A,15000,,1,0.35,N,2
14780,25,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,7000,,0,0.06,Y,4
14798,23,45000,RENT,0.0,MEDICAL,B,15000,,1,0.33,N,3
14808,23,103000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,16750,,1,0.16,N,2
14814,25,45000,RENT,4.0,DEBTCONSOLIDATION,C,15000,,1,0.33,N,3
14850,24,117000,MORTGAGE,8.0,MEDICAL,A,10800,,0,0.09,N,3
14859,26,117000,MORTGAGE,4.0,MEDICAL,A,14400,,0,0.12,N,3
14869,22,34000,RENT,7.0,EDUCATION,C,1800,,1,0.05,N,2
14873,23,90100,MORTGAGE,7.0,MEDICAL,E,21600,,1,0.2,Y,2
14884,25,118443,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4900,,0,0.04,N,2
14891,26,48000,RENT,1.0,PERSONAL,C,15000,,1,0.31,Y,2
14900,25,48000,RENT,9.0,PERSONAL,B,15000,,1,0.31,N,2
14923,23,108000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,10000,,1,0.09,Y,2
14941,24,120000,MORTGAGE,8.0,PERSONAL,B,8575,,0,0.07,N,3
14971,23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,,0,0.13,N,4
14972,23,120000,MORTGAGE,7.0,EDUCATION,B,18225,,0,0.15,N,3
14980,26,120000,MORTGAGE,0.0,EDUCATION,A,6000,,0,0.05,N,2
14990,25,120000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,,0,0.08,N,2
14992,26,120000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,,0,0.21,N,3
15008,23,108000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,4000,,1,0.04,N,2
15009,23,120000,MORTGAGE,5.0,EDUCATION,A,14000,,0,0.12,N,3
15011,23,120000,MORTGAGE,,VENTURE,A,10000,,0,0.08,N,2
15019,24,23000,RENT,2.0,EDUCATION,C,1600,,0,0.07,Y,2
15027,26,25200,RENT,0.0,VENTURE,C,1600,,0,0.06,Y,2
15054,25,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,20000,,0,0.17,N,2
15059,24,120000,MORTGAGE,8.0,PERSONAL,A,16000,,0,0.13,N,3
15073,24,120000,MORTGAGE,7.0,EDUCATION,B,2500,,0,0.02,N,3
15086,24,120155,MORTGAGE,4.0,EDUCATION,A,12000,,0,0.1,N,4
15094,25,121000,MORTGAGE,6.0,VENTURE,B,13000,,0,0.11,N,2
15100,23,14000,RENT,0.0,DEBTCONSOLIDATION,C,1500,,0,0.11,Y,4
15101,21,121352,MORTGAGE,5.0,DEBTCONSOLIDATION,C,7750,,0,0.06,N,4
15107,25,24864,OWN,9.0,VENTURE,B,9000,,0,0.36,N,3
15113,22,24605,OWN,3.0,VENTURE,C,10000,,0,0.41,Y,2
15114,26,122000,MORTGAGE,4.0,EDUCATION,C,4800,,0,0.04,Y,3
15122,21,15874,RENT,,EDUCATION,B,1500,,0,0.09,N,3
15140,25,124000,OWN,9.0,MEDICAL,B,2000,,0,0.02,N,4
15143,23,24000,OWN,5.0,VENTURE,A,12000,,0,0.5,N,4
15144,22,124000,MORTGAGE,6.0,MEDICAL,C,11000,,0,0.09,N,3
15146,22,18996,RENT,1.0,MEDICAL,D,1500,,1,0.08,Y,3
15150,23,124800,MORTGAGE,4.0,MEDICAL,B,28000,,0,0.22,N,2
15152,23,124896,MORTGAGE,5.0,VENTURE,B,14400,,0,0.12,N,2
15167,21,24000,RENT,1.0,EDUCATION,A,1500,,0,0.06,N,3
15168,24,24000,RENT,1.0,EDUCATION,A,1500,,0,0.06,N,3
15173,25,125000,MORTGAGE,2.0,PERSONAL,B,14000,,0,0.11,N,4
15176,23,125000,MORTGAGE,7.0,EDUCATION,B,5000,,0,0.04,N,2
15188,26,125000,MORTGAGE,4.0,PERSONAL,C,14800,,0,0.12,Y,3
15212,24,55000,RENT,2.0,PERSONAL,A,15000,,0,0.27,N,2
15222,22,125000,MORTGAGE,0.0,PERSONAL,D,25000,,0,0.2,Y,2
15224,22,24000,OWN,4.0,MEDICAL,C,4750,,0,0.2,Y,4
15230,22,125000,MORTGAGE,6.0,VENTURE,B,10000,,0,0.08,N,2
15231,25,125000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,12000,,0,0.1,Y,3
15242,25,126000,MORTGAGE,9.0,VENTURE,B,10200,,0,0.08,N,4
15243,24,126000,MORTGAGE,7.0,MEDICAL,C,11800,,0,0.09,Y,2
15253,23,59880,RENT,0.0,MEDICAL,B,15000,,0,0.25,N,4
15254,25,126500,MORTGAGE,2.0,EDUCATION,B,2000,,0,0.02,N,2
15260,26,127000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,4900,,0,0.04,Y,3
15275,26,116000,MORTGAGE,5.0,VENTURE,C,5000,,1,0.04,Y,3
15299,22,60000,RENT,5.0,MEDICAL,A,15000,,0,0.25,N,4
15300,25,130000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,35000,,0,0.27,N,3
15304,25,60000,RENT,7.0,DEBTCONSOLIDATION,B,15000,,0,0.25,N,3
15317,22,130000,MORTGAGE,3.0,EDUCATION,C,14500,,0,0.11,Y,4
15326,24,130000,MORTGAGE,8.0,EDUCATION,A,18500,,0,0.14,N,2
15335,24,61800,RENT,2.0,DEBTCONSOLIDATION,B,15000,,0,0.24,N,4
15349,24,130000,OWN,8.0,VENTURE,B,22800,,0,0.18,N,3
15383,23,120000,MORTGAGE,7.0,HOMEIMPROVEMENT,D,8000,,1,0.07,Y,2
15390,25,132000,MORTGAGE,1.0,VENTURE,B,12000,,0,0.09,N,2
15401,24,132996,MORTGAGE,3.0,VENTURE,B,5000,,0,0.04,N,3
15403,23,133000,MORTGAGE,2.0,EDUCATION,A,24000,,0,0.18,N,4
15405,25,133119,MORTGAGE,10.0,DEBTCONSOLIDATION,B,25000,,0,0.19,N,3
15428,24,135000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,10000,,0,0.07,N,3
15440,25,135000,MORTGAGE,0.0,VENTURE,D,16000,,0,0.12,Y,3
15441,24,135000,MORTGAGE,0.0,VENTURE,C,12500,,0,0.09,N,4
15450,21,70000,RENT,5.0,EDUCATION,C,15000,,0,0.21,Y,3
15470,25,138000,OWN,9.0,MEDICAL,B,21600,,0,0.16,N,4
15476,26,139992,MORTGAGE,0.0,DEBTCONSOLIDATION,B,14400,,0,0.1,N,2
15509,23,75000,RENT,4.0,MEDICAL,B,15000,,0,0.2,N,3
15525,23,141000,MORTGAGE,1.0,EDUCATION,B,15000,,0,0.11,N,4
15558,21,80000,RENT,3.0,VENTURE,A,15000,,0,0.19,N,2
15572,26,145992,MORTGAGE,0.0,EDUCATION,D,20000,,0,0.14,Y,2
15596,25,78000,RENT,4.0,DEBTCONSOLIDATION,D,15000,,1,0.19,Y,4
15600,25,150000,MORTGAGE,3.0,MEDICAL,A,12000,,0,0.08,N,2
15616,24,85100,RENT,3.0,EDUCATION,C,15000,,0,0.18,Y,2
15619,25,150000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,12000,,0,0.08,N,4
15644,24,150000,MORTGAGE,3.0,MEDICAL,C,15000,,0,0.1,N,2
15648,26,90000,RENT,8.0,PERSONAL,D,15000,,0,0.17,Y,3
15651,24,150000,MORTGAGE,8.0,EDUCATION,B,25000,,0,0.17,N,2
15654,26,150000,OWN,10.0,VENTURE,A,21000,,0,0.14,N,4
15712,26,17500,OWN,10.0,PERSONAL,A,5500,,1,0.31,N,2
15763,23,165996,MORTGAGE,8.0,VENTURE,A,10000,,0,0.06,N,4
15765,23,80000,RENT,6.0,EDUCATION,A,16000,,0,0.2,N,2
15784,26,172000,MORTGAGE,7.0,VENTURE,A,12000,,0,0.07,N,2
15789,26,175000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,30000,,0,0.17,N,2
15792,23,175000,MORTGAGE,5.0,EDUCATION,D,35000,,0,0.2,N,3
15795,26,175000,MORTGAGE,0.0,PERSONAL,C,15000,,0,0.09,N,3
15809,22,83000,RENT,2.0,PERSONAL,D,16000,,1,0.19,N,3
15811,26,71400,RENT,10.0,MEDICAL,D,16000,,1,0.19,Y,4
15813,25,180000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,14400,,0,0.08,N,2
15824,26,182000,MORTGAGE,10.0,MEDICAL,B,24000,,0,0.13,N,4
15853,25,119000,RENT,4.0,EDUCATION,A,16000,,0,0.13,N,2
15882,22,75000,RENT,1.0,VENTURE,A,19200,,0,0.26,N,2
15883,25,77000,RENT,9.0,VENTURE,B,19200,,0,0.25,N,3
15939,23,8628,OWN,,EDUCATION,A,1400,,1,0.16,N,2
15949,23,8000,RENT,0.0,EDUCATION,A,3250,,1,0.41,N,4
15955,24,7000,RENT,2.0,MEDICAL,C,1000,,0,0.14,N,2
15956,24,6000,RENT,0.0,PERSONAL,A,1050,,1,0.17,N,2
15967,26,56100,MORTGAGE,10.0,MEDICAL,D,16000,,1,0.24,Y,2
15969,26,139992,MORTGAGE,0.0,EDUCATION,B,14400,,0,0.1,N,4
15970,23,141000,MORTGAGE,1.0,VENTURE,B,15000,,0,0.11,N,3
15994,25,45000,RENT,4.0,DEBTCONSOLIDATION,C,15000,,1,0.33,N,2
16002,24,41160,RENT,2.0,DEBTCONSOLIDATION,A,4000,,0,0.1,N,3
16004,22,90000,MORTGAGE,6.0,MEDICAL,B,9500,,0,0.11,N,3
16007,26,37820,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6300,,0,0.17,N,2
16024,24,60000,RENT,1.0,EDUCATION,B,10000,,0,0.17,N,2
16031,22,75000,RENT,2.0,MEDICAL,C,20000,,0,0.27,Y,2
16056,26,55000,RENT,1.0,EDUCATION,C,3000,,0,0.05,Y,2
16064,21,38400,OWN,0.0,VENTURE,C,12200,,0,0.32,Y,4
16069,25,48000,RENT,9.0,PERSONAL,B,4800,,0,0.1,N,4
16079,23,26000,RENT,1.0,EDUCATION,B,4000,,0,0.15,N,4
16083,24,37000,RENT,8.0,EDUCATION,D,10500,,0,0.28,N,4
16090,22,17280,RENT,0.0,VENTURE,D,3500,,1,0.2,Y,4
16097,26,105000,RENT,1.0,DEBTCONSOLIDATION,B,12100,,0,0.12,N,3
16102,23,60000,MORTGAGE,7.0,VENTURE,A,7200,,0,0.12,N,4
16115,23,58200,MORTGAGE,2.0,PERSONAL,B,13000,,0,0.22,N,3
16142,22,25200,RENT,1.0,EDUCATION,B,4000,,0,0.16,N,3
16146,23,46800,OWN,7.0,VENTURE,C,9000,,0,0.19,N,4
16148,23,38800,RENT,2.0,EDUCATION,A,14575,,1,0.38,N,2
16150,23,69996,OWN,2.0,VENTURE,B,10000,,0,0.14,N,3
16151,24,23000,RENT,1.0,MEDICAL,C,5000,,0,0.22,N,4
16170,25,120000,RENT,1.0,HOMEIMPROVEMENT,A,12000,,0,0.1,N,3
16180,22,34992,RENT,1.0,DEBTCONSOLIDATION,B,5000,,0,0.14,N,2
16184,22,36000,MORTGAGE,0.0,PERSONAL,B,12375,,0,0.34,N,3
16185,23,89000,RENT,7.0,EDUCATION,C,7000,,0,0.08,Y,3
16191,23,30000,RENT,1.0,MEDICAL,A,8400,,1,0.28,N,2
16197,22,32400,MORTGAGE,1.0,DEBTCONSOLIDATION,A,5500,,0,0.17,N,2
16203,25,60000,RENT,1.0,EDUCATION,A,10000,,0,0.17,N,4
16206,26,35000,RENT,10.0,EDUCATION,B,12875,,1,0.37,N,3
16210,21,61464,MORTGAGE,5.0,HOMEIMPROVEMENT,C,4000,,1,0.07,Y,2
16213,25,48000,RENT,0.0,HOMEIMPROVEMENT,F,3200,,1,0.07,Y,4
16215,24,82726,MORTGAGE,7.0,HOMEIMPROVEMENT,C,20000,,0,0.24,N,4
16223,25,80000,RENT,0.0,MEDICAL,B,11200,,0,0.14,N,2
16229,25,42000,MORTGAGE,9.0,MEDICAL,A,9100,,0,0.22,N,3
16254,26,50000,RENT,10.0,PERSONAL,B,18950,,1,0.38,N,3
16263,22,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,14500,,0,0.11,N,2
16282,21,21600,MORTGAGE,6.0,MEDICAL,A,7575,,0,0.35,N,2
16334,22,48000,RENT,3.0,VENTURE,A,4000,,0,0.08,N,3
16338,24,75000,OWN,8.0,VENTURE,B,29800,,0,0.4,N,3
16371,21,19968,RENT,4.0,EDUCATION,C,5000,,1,0.25,N,2
16378,22,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,4750,,0,0.12,N,3
16387,23,90000,MORTGAGE,6.0,EDUCATION,A,12000,,0,0.13,N,3
16417,23,32535,RENT,6.0,DEBTCONSOLIDATION,B,4000,,0,0.12,N,2
16418,26,122000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,4800,,0,0.04,Y,2
16438,23,44496,MORTGAGE,2.0,EDUCATION,A,3500,,0,0.08,N,4
16466,24,16000,RENT,2.0,EDUCATION,D,4200,,1,0.26,N,2
16467,23,39292,MORTGAGE,3.0,MEDICAL,A,3250,,1,0.08,N,3
16474,22,42000,OWN,0.0,EDUCATION,C,12000,,0,0.29,N,3
16504,25,82000,RENT,5.0,HOMEIMPROVEMENT,C,6000,,0,0.07,N,3
16516,26,120000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6000,,0,0.05,N,2
16517,22,45000,RENT,0.0,EDUCATION,C,4000,,0,0.09,Y,3
16530,23,48000,MORTGAGE,7.0,EDUCATION,A,14125,,0,0.29,N,3
16534,23,120000,MORTGAGE,,PERSONAL,A,10000,,0,0.08,N,2
16545,24,60000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,21000,,0,0.35,Y,3
16549,24,130000,OWN,8.0,VENTURE,B,22800,,0,0.18,N,2
16552,22,75600,MORTGAGE,3.0,EDUCATION,A,10000,,0,0.13,N,4
16571,23,24000,RENT,1.0,VENTURE,B,14075,,1,0.59,N,4
16585,21,15000,RENT,4.0,VENTURE,D,2200,,0,0.15,N,4
16594,22,24605,OWN,3.0,EDUCATION,C,10000,,0,0.41,N,4
16597,23,28000,OWN,1.0,EDUCATION,C,7500,,0,0.27,N,4
16603,22,18000,RENT,0.0,PERSONAL,B,3600,,1,0.2,N,2
16609,24,28800,RENT,5.0,PERSONAL,A,8000,,0,0.28,N,3
16632,25,22000,OWN,0.0,PERSONAL,E,7500,,0,0.34,N,3
16653,25,19200,RENT,5.0,HOMEIMPROVEMENT,B,4000,,1,0.21,N,3
16666,22,36000,RENT,6.0,EDUCATION,B,4000,,0,0.11,N,2
16669,23,73426,MORTGAGE,0.0,DEBTCONSOLIDATION,C,7500,,0,0.1,Y,2
16670,24,66300,RENT,4.0,MEDICAL,D,30000,,1,0.38,N,3
16680,22,37000,RENT,,DEBTCONSOLIDATION,B,10000,,0,0.27,N,2
16703,23,60000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,10000,,0,0.17,N,3
16709,22,35000,RENT,1.0,EDUCATION,C,2400,,0,0.07,Y,4
16731,26,50000,RENT,0.0,HOMEIMPROVEMENT,B,13000,,0,0.26,N,4
16732,22,37200,RENT,6.0,MEDICAL,B,10000,,1,0.27,N,3
16758,23,91000,MORTGAGE,3.0,EDUCATION,B,12000,,0,0.13,N,4
16770,24,50400,RENT,8.0,DEBTCONSOLIDATION,A,1500,,0,0.03,N,2
16778,22,24000,OWN,4.0,PERSONAL,C,4750,,0,0.2,Y,3
16780,23,80796,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,,0,0.06,N,2
16791,24,35000,RENT,1.0,MEDICAL,B,10000,,0,0.29,N,2
16792,22,50000,MORTGAGE,6.0,VENTURE,C,10000,,0,0.2,Y,3
16823,24,16800,MORTGAGE,,EDUCATION,A,3900,,1,0.23,N,2
16824,26,53000,MORTGAGE,1.0,EDUCATION,A,8000,,0,0.15,N,3
16840,22,84600,MORTGAGE,4.0,VENTURE,A,6000,,0,0.07,N,4
16853,22,72000,MORTGAGE,3.0,EDUCATION,B,5000,,0,0.07,N,3
16855,21,102000,RENT,5.0,VENTURE,D,10000,,0,0.1,Y,3
16861,26,117000,MORTGAGE,4.0,VENTURE,A,14400,,0,0.12,N,4
16862,26,92040,MORTGAGE,6.0,VENTURE,A,10000,,0,0.11,N,3
16863,24,28800,RENT,2.0,MEDICAL,B,8875,,1,0.31,N,4
16868,23,34000,RENT,1.0,PERSONAL,C,9500,,1,0.28,Y,4
16871,25,57500,MORTGAGE,5.0,HOMEIMPROVEMENT,C,12275,,0,0.21,N,3
16872,25,120000,MORTGAGE,6.0,EDUCATION,B,10000,,0,0.08,N,2
16873,25,36000,RENT,6.0,PERSONAL,B,15000,,1,0.42,N,3
16875,24,95000,RENT,5.0,VENTURE,B,14000,,0,0.15,N,4
16884,24,150000,RENT,8.0,PERSONAL,B,5000,,0,0.03,N,2
16905,22,50000,RENT,1.0,EDUCATION,A,11000,,0,0.22,N,3
16920,22,59000,OTHER,3.0,HOMEIMPROVEMENT,D,12000,,1,0.2,Y,4
16926,22,183000,MORTGAGE,3.0,EDUCATION,A,1000,,0,0.01,N,2
16933,26,85000,MORTGAGE,0.0,MEDICAL,B,8000,,0,0.09,N,4
16950,22,50000,OWN,1.0,EDUCATION,A,3600,,0,0.07,N,3
16954,21,27200,RENT,0.0,EDUCATION,C,5000,,0,0.18,N,3
16972,23,20400,RENT,5.0,EDUCATION,D,5500,,0,0.27,N,2
16986,26,20004,MORTGAGE,4.0,HOMEIMPROVEMENT,B,3600,,0,0.18,N,4
16992,26,39996,RENT,0.0,MEDICAL,B,12000,,0,0.3,N,3
17004,22,54800,OWN,7.0,EDUCATION,A,8000,,0,0.15,N,2
17005,24,55000,MORTGAGE,8.0,EDUCATION,B,9600,,0,0.17,N,3
17018,25,33280,RENT,1.0,PERSONAL,B,5500,,0,0.17,N,2
17030,22,75500,MORTGAGE,6.0,PERSONAL,A,12000,,0,0.16,N,2
17046,21,55600,RENT,2.0,PERSONAL,A,6000,,0,0.11,N,3
17056,25,45996,RENT,2.0,VENTURE,G,5000,,1,0.11,Y,2
17064,22,46000,RENT,1.0,DEBTCONSOLIDATION,D,6200,,1,0.13,N,3
17073,22,69700,RENT,4.0,EDUCATION,B,11200,,0,0.16,N,2
17078,26,110000,RENT,3.0,HOMEIMPROVEMENT,C,25000,,0,0.23,Y,2
17113,25,60000,RENT,2.0,EDUCATION,B,20000,,1,0.33,N,4
17116,24,39000,RENT,4.0,HOMEIMPROVEMENT,C,8000,,1,0.21,N,2
17119,22,39000,MORTGAGE,6.0,EDUCATION,A,10750,,0,0.28,N,4
17121,26,145992,MORTGAGE,0.0,PERSONAL,D,20000,,0,0.14,Y,2
17135,26,50000,RENT,0.0,PERSONAL,B,4800,,0,0.1,N,2
17149,24,73399,RENT,0.0,EDUCATION,D,27000,,1,0.37,N,2
17173,23,24000,RENT,0.0,PERSONAL,B,6000,,0,0.25,N,3
17177,24,38700,RENT,2.0,DEBTCONSOLIDATION,B,10000,,0,0.26,N,3
17179,24,35000,RENT,9.0,EDUCATION,A,1500,,0,0.04,N,3
17193,22,59000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6400,,0,0.11,N,4
17207,22,12996,OWN,1.0,VENTURE,B,4750,,1,0.37,N,2
17222,24,73000,RENT,2.0,PERSONAL,A,6500,,0,0.09,N,2
17237,23,75000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,9500,,0,0.13,Y,3
17242,24,40000,RENT,3.0,MEDICAL,A,10000,,0,0.25,N,2
17247,23,76000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,9000,,1,0.12,Y,3
17253,24,47000,MORTGAGE,1.0,EDUCATION,B,8500,,0,0.18,N,4
17255,23,36000,RENT,5.0,VENTURE,B,8000,,0,0.22,N,2
17269,25,49000,OWN,6.0,PERSONAL,C,3000,,0,0.06,N,4
17277,22,31500,RENT,3.0,DEBTCONSOLIDATION,D,2900,,1,0.09,Y,3
17278,22,35000,RENT,0.0,DEBTCONSOLIDATION,B,3000,,0,0.09,N,2
17285,25,60000,RENT,4.0,EDUCATION,A,9800,,0,0.16,N,2
17295,23,19200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3000,,1,0.16,N,3
17316,23,23760,RENT,2.0,PERSONAL,B,2800,,0,0.12,N,4
17345,23,42000,RENT,0.0,VENTURE,C,5000,,1,0.12,N,3
17355,25,64000,RENT,0.0,DEBTCONSOLIDATION,E,20000,,1,0.31,Y,4
17363,23,55000,RENT,0.0,VENTURE,C,12300,,0,0.22,N,2
17365,24,56000,MORTGAGE,8.0,EDUCATION,A,12000,,0,0.21,N,2
17386,22,175000,MORTGAGE,6.0,MEDICAL,B,18000,,0,0.1,N,3
17410,23,112800,MORTGAGE,3.0,EDUCATION,B,35000,,0,0.31,N,2
17414,24,80000,MORTGAGE,8.0,PERSONAL,A,9000,,0,0.11,N,2
17419,23,103240,MORTGAGE,0.0,VENTURE,A,4000,,0,0.04,N,3
17420,25,54000,RENT,8.0,DEBTCONSOLIDATION,C,19000,,1,0.35,Y,2
17425,26,30000,RENT,4.0,MEDICAL,C,5000,,0,0.17,Y,4
17443,21,42500,RENT,0.0,DEBTCONSOLIDATION,B,2500,,0,0.06,N,4
17448,23,54000,RENT,7.0,MEDICAL,B,4500,,1,0.08,N,3
17461,23,39996,RENT,7.0,PERSONAL,B,2000,,0,0.05,N,2
17480,22,39000,OWN,6.0,MEDICAL,A,1000,,0,0.03,N,2
17488,24,50500,RENT,7.0,EDUCATION,A,9600,,0,0.19,N,4
17489,23,33000,RENT,4.0,EDUCATION,C,8000,,0,0.24,N,3
17502,25,48600,RENT,0.0,MEDICAL,A,12000,,0,0.25,N,2
17505,25,42000,RENT,1.0,DEBTCONSOLIDATION,B,6000,,0,0.14,N,2
